trial_id,title,condition,intervention,phase,status,start_date,estimated_completion,sponsor,enrollment_target,primary_endpoint,location,inclusion_criteria,exclusion_criteria
NCT26464232,A Phase II Study of Behavioral intervention in Lung Cancer,Lung Cancer,Combination therapy,IV,Recruiting,2019-05-02,2021-04-16,NIH,3975,Safety and efficacy of intervention in Lung Cancer,United States,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT58083903,A Phase II Study of Behavioral intervention in ADHD,ADHD,Dietary supplement,II,Recruiting,2019-06-04,2023-10-18,NIH,4960,Safety and efficacy of intervention in ADHD,United States,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT61712566,A Phase III Study of Novel pharmaceutical compound in Alzheimer's Disease,Alzheimer's Disease,Combination therapy,I,Terminated,2023-08-12,2028-05-26,NIH,2670,Safety and efficacy of intervention in Alzheimer's Disease,Global,Adults aged 18-75 with confirmed Alzheimer's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT53483604,A Phase IV Study of Gene therapy in COPD,COPD,Behavioral intervention,III,Recruiting,2018-12-21,2023-10-31,Academic Medical Center,1495,Safety and efficacy of intervention in COPD,United States,Adults aged 18-75 with confirmed COPD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT12236819,A Phase I Study of Surgical procedure in Lung Cancer,Lung Cancer,Immunotherapy,IV,Recruiting,2020-08-08,2023-08-14,NIH,204,Safety and efficacy of intervention in Lung Cancer,United States,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT67568365,A Phase III Study of Medical device in Heart Failure,Heart Failure,Stem cell therapy,IV,Terminated,2021-02-06,2025-05-03,Novartis,648,Safety and efficacy of intervention in Heart Failure,Europe,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT89102857,A Phase IV Study of Dietary supplement in Diabetes Type 2,Diabetes Type 2,Behavioral intervention,II,Not yet recruiting,2020-03-21,2024-05-13,Pfizer,3989,Safety and efficacy of intervention in Diabetes Type 2,Asia-Pacific,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT90165415,A Phase II Study of Stem cell therapy in Parkinson's Disease,Parkinson's Disease,Behavioral intervention,IV,"Active, not recruiting",2025-01-22,2029-05-19,GSK,2623,Safety and efficacy of intervention in Parkinson's Disease,Europe,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT31267514,A Phase I Study of Surgical procedure in HIV/AIDS,HIV/AIDS,Novel pharmaceutical compound,II,Suspended,2022-12-25,2027-11-07,Merck,3578,Safety and efficacy of intervention in HIV/AIDS,United States,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT41897538,A Phase IV Study of Behavioral intervention in Coronary Artery Disease,Coronary Artery Disease,Medical device,IV,Not yet recruiting,2023-03-30,2024-11-04,NIH,2265,Safety and efficacy of intervention in Coronary Artery Disease,United States,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT74200458,A Phase I Study of Behavioral intervention in Psoriasis,Psoriasis,Combination therapy,II,Terminated,2021-11-06,2025-05-13,Novartis,1643,Safety and efficacy of intervention in Psoriasis,Global,Adults aged 18-75 with confirmed Psoriasis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT82639228,A Phase IV Study of Medical device in Multiple Sclerosis,Multiple Sclerosis,Stem cell therapy,II,"Active, not recruiting",2019-12-08,2022-10-22,Merck,4770,Safety and efficacy of intervention in Multiple Sclerosis,United States,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT94282661,A Phase III Study of Combination therapy in Prostate Cancer,Prostate Cancer,Dietary supplement,III,Not yet recruiting,2021-04-03,2026-03-09,Merck,3614,Safety and efficacy of intervention in Prostate Cancer,United States,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT73744746,A Phase III Study of Surgical procedure in Lupus,Lupus,Gene therapy,II,Recruiting,2022-05-09,2024-02-04,Merck,2266,Safety and efficacy of intervention in Lupus,Global,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT10164309,A Phase I Study of Dietary supplement in Coronary Artery Disease,Coronary Artery Disease,Vaccine,III,Completed,2019-12-23,2024-02-06,GSK,3344,Safety and efficacy of intervention in Coronary Artery Disease,Asia-Pacific,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT11718542,A Phase III Study of Medical device in Psoriasis,Psoriasis,Combination therapy,IV,Completed,2025-07-20,2027-09-23,Novartis,3532,Safety and efficacy of intervention in Psoriasis,Global,Adults aged 18-75 with confirmed Psoriasis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT22196306,A Phase IV Study of Immunotherapy in Asthma,Asthma,Behavioral intervention,II,Suspended,2018-12-13,2021-04-29,NIH,1531,Safety and efficacy of intervention in Asthma,Europe,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT89256933,A Phase I Study of Immunotherapy in Depression,Depression,Immunotherapy,IV,Completed,2020-11-23,2021-12-16,Novartis,3483,Safety and efficacy of intervention in Depression,Global,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT32695747,A Phase II Study of Medical device in Heart Failure,Heart Failure,Immunotherapy,I,Completed,2025-02-25,2029-03-24,Pfizer,1435,Safety and efficacy of intervention in Heart Failure,Asia-Pacific,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT44777164,A Phase IV Study of Immunotherapy in Coronary Artery Disease,Coronary Artery Disease,Immunotherapy,II,"Active, not recruiting",2023-06-15,2026-02-15,Roche,1854,Safety and efficacy of intervention in Coronary Artery Disease,Europe,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT80307230,A Phase II Study of Stem cell therapy in Lupus,Lupus,Vaccine,III,Suspended,2019-08-19,2020-11-05,Roche,4484,Safety and efficacy of intervention in Lupus,Asia-Pacific,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT28806402,A Phase I Study of Stem cell therapy in Depression,Depression,Surgical procedure,I,Recruiting,2025-01-26,2026-11-24,Johnson & Johnson,1262,Safety and efficacy of intervention in Depression,Europe,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT34788547,A Phase IV Study of Dietary supplement in Hepatitis C,Hepatitis C,Vaccine,III,Suspended,2018-09-29,2021-01-09,Merck,4324,Safety and efficacy of intervention in Hepatitis C,United States,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40468898,A Phase II Study of Dietary supplement in Heart Failure,Heart Failure,Behavioral intervention,IV,Not yet recruiting,2024-01-14,2026-01-15,GSK,3945,Safety and efficacy of intervention in Heart Failure,Europe,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT75225891,A Phase II Study of Gene therapy in Parkinson's Disease,Parkinson's Disease,Combination therapy,IV,Terminated,2023-01-16,2024-06-27,Johnson & Johnson,683,Safety and efficacy of intervention in Parkinson's Disease,Europe,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT97157198,A Phase III Study of Vaccine in Depression,Depression,Combination therapy,II,Not yet recruiting,2025-06-28,2027-08-27,Roche,394,Safety and efficacy of intervention in Depression,Europe,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT90595184,A Phase IV Study of Behavioral intervention in Asthma,Asthma,Behavioral intervention,IV,Completed,2019-08-09,2023-06-13,Academic Medical Center,4916,Safety and efficacy of intervention in Asthma,United States,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT14111894,A Phase II Study of Dietary supplement in Parkinson's Disease,Parkinson's Disease,Stem cell therapy,IV,Not yet recruiting,2021-05-26,2022-11-19,NIH,4724,Safety and efficacy of intervention in Parkinson's Disease,Asia-Pacific,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57881849,A Phase IV Study of Stem cell therapy in ADHD,ADHD,Stem cell therapy,III,Suspended,2020-07-19,2022-05-16,Academic Medical Center,4480,Safety and efficacy of intervention in ADHD,Global,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT17548033,A Phase II Study of Vaccine in Asthma,Asthma,Medical device,I,Completed,2019-11-08,2022-09-06,Johnson & Johnson,3050,Safety and efficacy of intervention in Asthma,Global,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT87450361,A Phase IV Study of Stem cell therapy in Depression,Depression,Surgical procedure,III,Completed,2021-03-30,2021-10-16,Johnson & Johnson,2610,Safety and efficacy of intervention in Depression,United States,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT17624627,A Phase I Study of Vaccine in Colorectal Cancer,Colorectal Cancer,Medical device,IV,"Active, not recruiting",2021-02-12,2023-12-07,Roche,3791,Safety and efficacy of intervention in Colorectal Cancer,Europe,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57591083,A Phase I Study of Behavioral intervention in COPD,COPD,Medical device,IV,Suspended,2019-02-22,2020-09-22,Johnson & Johnson,4429,Safety and efficacy of intervention in COPD,United States,Adults aged 18-75 with confirmed COPD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT76712420,A Phase IV Study of Gene therapy in Alzheimer's Disease,Alzheimer's Disease,Surgical procedure,IV,Terminated,2020-04-19,2021-12-15,Pfizer,173,Safety and efficacy of intervention in Alzheimer's Disease,United States,Adults aged 18-75 with confirmed Alzheimer's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT68561855,A Phase III Study of Surgical procedure in Prostate Cancer,Prostate Cancer,Gene therapy,III,Suspended,2020-08-08,2024-07-01,Johnson & Johnson,603,Safety and efficacy of intervention in Prostate Cancer,United States,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40449688,A Phase II Study of Medical device in Chronic Kidney Disease,Chronic Kidney Disease,Dietary supplement,IV,Completed,2022-08-09,2027-04-26,Pfizer,3530,Safety and efficacy of intervention in Chronic Kidney Disease,Asia-Pacific,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT35659514,A Phase IV Study of Dietary supplement in Diabetes Type 2,Diabetes Type 2,Immunotherapy,II,Terminated,2024-02-21,2026-03-10,Academic Medical Center,4586,Safety and efficacy of intervention in Diabetes Type 2,Europe,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT53329880,A Phase I Study of Immunotherapy in Multiple Sclerosis,Multiple Sclerosis,Gene therapy,I,Terminated,2024-11-15,2026-01-04,Johnson & Johnson,2390,Safety and efficacy of intervention in Multiple Sclerosis,Asia-Pacific,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT37331116,A Phase III Study of Novel pharmaceutical compound in Schizophrenia,Schizophrenia,Stem cell therapy,III,Not yet recruiting,2021-08-05,2023-06-06,Pfizer,1012,Safety and efficacy of intervention in Schizophrenia,Europe,Adults aged 18-75 with confirmed Schizophrenia,"Pregnancy, severe comorbidities, previous treatment failure"
NCT16157619,A Phase IV Study of Vaccine in Psoriasis,Psoriasis,Dietary supplement,I,"Active, not recruiting",2019-05-28,2021-09-22,Academic Medical Center,3412,Safety and efficacy of intervention in Psoriasis,United States,Adults aged 18-75 with confirmed Psoriasis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT85786235,A Phase II Study of Surgical procedure in Lupus,Lupus,Stem cell therapy,IV,Not yet recruiting,2022-06-27,2026-09-06,Academic Medical Center,4416,Safety and efficacy of intervention in Lupus,United States,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT37319692,A Phase IV Study of Surgical procedure in Lung Cancer,Lung Cancer,Novel pharmaceutical compound,I,"Active, not recruiting",2024-07-04,2026-05-01,Roche,2980,Safety and efficacy of intervention in Lung Cancer,Global,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT98971054,A Phase III Study of Stem cell therapy in Prostate Cancer,Prostate Cancer,Stem cell therapy,III,"Active, not recruiting",2025-01-16,2028-10-31,Merck,1233,Safety and efficacy of intervention in Prostate Cancer,Global,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT48839106,A Phase II Study of Stem cell therapy in Rheumatoid Arthritis,Rheumatoid Arthritis,Stem cell therapy,II,Suspended,2019-09-21,2022-05-20,Novartis,1077,Safety and efficacy of intervention in Rheumatoid Arthritis,Europe,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT65077321,A Phase III Study of Surgical procedure in ADHD,ADHD,Medical device,III,Suspended,2022-09-29,2025-06-23,NIH,1636,Safety and efficacy of intervention in ADHD,Europe,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT25107381,A Phase III Study of Novel pharmaceutical compound in Colorectal Cancer,Colorectal Cancer,Behavioral intervention,IV,"Active, not recruiting",2019-04-22,2021-07-15,Merck,2590,Safety and efficacy of intervention in Colorectal Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT26730356,A Phase II Study of Surgical procedure in Colorectal Cancer,Colorectal Cancer,Novel pharmaceutical compound,I,Suspended,2024-07-03,2026-01-23,Merck,935,Safety and efficacy of intervention in Colorectal Cancer,United States,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT58842555,A Phase II Study of Dietary supplement in Prostate Cancer,Prostate Cancer,Novel pharmaceutical compound,II,Terminated,2023-05-04,2026-10-21,Johnson & Johnson,3427,Safety and efficacy of intervention in Prostate Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT95285745,A Phase I Study of Vaccine in Colorectal Cancer,Colorectal Cancer,Immunotherapy,III,Completed,2020-08-27,2022-09-10,Merck,2164,Safety and efficacy of intervention in Colorectal Cancer,United States,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
